,id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
78218,78218,15611365,Fanucci,724,France,Female,43.0,10,127661.69,1,0.0,0.0,60905.51,0
132092,132092,15767414,Maclean,671,France,Male,38.0,6,0.0,2,1.0,1.0,169117.74,0
39214,39214,15699963,Scott,579,France,Male,34.0,1,0.0,2,1.0,1.0,154844.22,0
69615,69615,15672091,Trevisano,735,France,Female,52.0,4,132576.58,1,1.0,1.0,54926.51,1
125082,125082,15591130,Medvedeva,850,Spain,Female,29.0,6,0.0,2,0.0,1.0,94780.9,0
3681,3681,15752588,De Garis,613,France,Female,47.0,4,166909.2,1,1.0,0.0,50488.91,1
59776,59776,15775295,Sun,547,France,Female,24.0,4,0.0,2,0.0,1.0,121409.06,0
148875,148875,15744423,Cocci,682,Spain,Male,32.0,3,0.0,1,1.0,0.0,84871.99,0
5880,5880,15806929,K'ung,717,France,Male,37.0,1,0.0,2,1.0,1.0,146787.33,0
32186,32186,15706815,Ting,754,France,Female,35.0,3,0.0,2,1.0,0.0,162697.93,0
136996,136996,15579994,Nucci,613,France,Female,29.0,7,121355.57,2,1.0,0.0,113433.53,0
117554,117554,15736397,Ch'ang,677,Spain,Female,44.0,5,0.0,1,1.0,0.0,45445.78,1
105709,105709,15778856,Smith,637,France,Female,40.0,6,121405.04,1,1.0,0.0,158039.4,0
27610,27610,15756850,Johnson,628,Spain,Male,42.0,9,0.0,2,1.0,1.0,140168.36,0
7141,7141,15586133,Pisano,666,Germany,Female,44.0,2,122314.5,1,1.0,0.0,68574.88,0
17403,17403,15624343,Udegbunam,543,France,Male,41.0,2,0.0,2,1.0,0.0,124592.84,0
99621,99621,15700654,Palerma,561,Spain,Male,37.0,9,0.0,2,1.0,1.0,150465.95,0
21825,21825,15604536,Milne,653,France,Female,46.0,3,0.0,1,1.0,0.0,86410.53,1
74174,74174,15731522,Ts'ui,771,Spain,Female,36.0,8,0.0,2,1.0,0.0,51219.8,0
102162,102162,15783025,Baresi,535,France,Female,26.0,1,0.0,2,1.0,1.0,93959.96,0
4419,4419,15594556,Chuter,684,Spain,Male,35.0,7,0.0,2,1.0,1.0,123242.11,0
142882,142882,15693376,Buchi,614,Spain,Female,43.0,8,0.0,2,1.0,1.0,148623.43,0
18828,18828,15779915,Chukwuemeka,637,France,Male,24.0,8,134715.93,1,1.0,1.0,187976.72,0
40208,40208,15760662,Kao,648,France,Male,30.0,4,0.0,2,1.0,1.0,142911.99,0
21048,21048,15787189,Tai,824,France,Male,40.0,8,134250.17,2,0.0,0.0,153046.16,0
97689,97689,15773378,Chidubem,479,France,Male,28.0,3,83715.22,1,0.0,0.0,79479.99,0
151002,151002,15594796,Kosisochukwu,746,France,Female,46.0,1,112465.19,1,1.0,1.0,159418.1,0
102240,102240,15776422,Fiorentini,547,Spain,Female,38.0,9,79871.04,1,1.0,1.0,54498.41,0
109097,109097,15803378,Lucciano,651,France,Male,26.0,3,0.0,2,0.0,1.0,181208.47,0
35308,35308,15693881,Hsiung,749,France,Female,31.0,8,0.0,1,1.0,1.0,119348.58,1
109928,109928,15692761,Lueck,597,France,Male,31.0,9,0.0,2,0.0,0.0,120893.07,0
161957,161957,15641860,Bradley,615,Spain,Male,27.0,1,0.0,2,1.0,1.0,166324.79,0
47605,47605,15592994,Ch'ang,598,Spain,Male,38.0,1,0.0,2,0.0,0.0,12092.93,0
30129,30129,15585241,Maclean,713,France,Female,25.0,6,129248.71,1,0.0,0.0,10078.02,0
65852,65852,15574761,Yao,646,France,Male,31.0,7,0.0,2,1.0,0.0,103657.35,0
120086,120086,15781689,Mackey,707,France,Female,33.0,9,144976.5,1,0.0,0.0,175836.03,0
65830,65830,15599268,Yobachi,584,France,Male,32.0,5,0.0,2,1.0,0.0,10956.82,0
158792,158792,15769980,Ozerova,706,Germany,Female,25.0,9,127761.26,2,0.0,1.0,85985.49,0
2420,2420,15756475,Niu,588,France,Male,40.0,7,0.0,3,1.0,0.0,91903.9,1
143292,143292,15780088,Porter,607,Spain,Male,35.0,3,0.0,2,1.0,0.0,177747.72,0
31476,31476,15812982,Biryukova,676,France,Male,37.0,7,97268.6,1,1.0,0.0,108732.69,0
138608,138608,15577514,Aksakova,637,Germany,Male,39.0,3,106396.48,1,1.0,1.0,104769.96,0
109911,109911,15763538,Chiemela,619,France,Male,36.0,5,103760.49,1,0.0,0.0,38772.65,0
9282,9282,15681627,Milanesi,773,Spain,Male,39.0,1,0.0,2,0.0,0.0,162087.82,0
127725,127725,15629299,Ebelegbulam,628,Spain,Male,34.0,8,0.0,2,1.0,0.0,105575.74,0
84156,84156,15609998,Nwabugwu,700,Germany,Female,59.0,3,137648.41,1,0.0,0.0,142977.05,1
125482,125482,15804910,H?,644,Spain,Male,40.0,7,0.0,2,0.0,0.0,163537.1,0
129108,129108,15656682,Udinese,567,Germany,Male,41.0,4,115930.87,1,1.0,0.0,167784.28,1
81392,81392,15771054,Barnes,469,Spain,Male,35.0,2,0.0,1,0.0,1.0,186490.37,0
143432,143432,15643696,Maclean,686,France,Male,27.0,2,0.0,2,1.0,0.0,146700.28,0
113332,113332,15731890,Onuchukwu,683,France,Female,25.0,6,72647.64,1,1.0,1.0,187926.6,0
150607,150607,15570379,Whitelegge,669,Spain,Male,51.0,3,88827.53,1,0.0,1.0,85250.77,0
35886,35886,15809772,T'ang,687,Spain,Female,33.0,4,0.0,2,1.0,1.0,153983.99,0
46975,46975,15649086,Patterson,600,France,Male,42.0,7,79563.36,1,1.0,1.0,121568.37,0
125942,125942,15778190,Onyekaozulu,688,France,Female,30.0,8,0.0,2,1.0,0.0,127630.88,0
150024,150024,15791045,Nnachetam,707,Germany,Female,32.0,9,104552.61,1,1.0,0.0,48571.14,0
71164,71164,15634602,Rizzo,624,Germany,Female,51.0,10,109740.62,3,1.0,1.0,164741.5,1
93681,93681,15807007,Chin,705,Germany,Female,41.0,7,146780.81,1,1.0,1.0,186858.21,1
29436,29436,15750014,Chikere,755,Germany,Female,37.0,0,113865.23,1,0.0,1.0,117396.25,1
3822,3822,15660144,Sun,732,Germany,Male,42.0,3,108393.35,2,1.0,1.0,121894.31,0
153595,153595,15765192,Jones,710,France,Male,26.0,2,84006.88,2,1.0,0.0,183490.99,0
27818,27818,15609653,Ch'iu,561,Germany,Male,47.0,2,90560.17,1,1.0,0.0,71733.89,0
151161,151161,15690664,Flynn,575,France,Female,33.0,2,0.0,2,1.0,0.0,59207.41,0
24520,24520,15664555,Maclean,654,France,Male,37.0,8,0.0,2,1.0,0.0,158918.03,0
72251,72251,15672598,Onwumelu,599,Germany,Male,37.0,2,143988.0,1,1.0,0.0,26691.31,1
58294,58294,15711572,O'Kane,705,Germany,Female,31.0,9,110941.93,1,1.0,0.0,163484.8,1
122059,122059,15646720,Tsui,623,France,Female,54.0,5,0.0,1,0.0,0.0,73881.68,1
75838,75838,15750765,Onyeorulu,512,France,Male,38.0,5,88820.29,1,1.0,0.0,131363.17,0
38839,38839,15568238,Milano,652,Spain,Male,40.0,1,0.0,1,1.0,0.0,74854.97,0
155336,155336,15660316,Udinesi,543,France,Male,25.0,2,0.0,2,1.0,0.0,125962.99,0
86756,86756,15654940,Ch'iu,646,Spain,Female,32.0,4,108396.92,1,1.0,0.0,171658.32,0
157915,157915,15778320,Teng,848,Germany,Female,36.0,5,148495.64,1,0.0,0.0,158853.98,0
64556,64556,15632665,Yevseyev,832,France,Male,61.0,7,0.0,1,1.0,1.0,127804.66,0
53961,53961,15670080,P'eng,589,France,Female,39.0,2,0.0,2,1.0,0.0,143882.25,0
92248,92248,15711314,Kao,589,Spain,Male,45.0,1,0.0,2,0.0,0.0,125939.22,0
148394,148394,15695103,Carr,589,Spain,Male,37.0,7,119452.03,1,1.0,1.0,174032.0,0
92200,92200,15750776,Genovese,778,France,Female,34.0,0,137300.23,1,1.0,1.0,62722.44,0
125938,125938,15748936,Whitehead,709,France,Female,45.0,2,0.0,2,0.0,1.0,162922.65,0
20000,20000,15757931,Burt,580,Germany,Male,44.0,5,135296.71,1,1.0,0.0,70784.27,1
39076,39076,15602312,Walkom,602,Spain,Female,33.0,5,150092.8,1,0.0,0.0,71862.79,0
34007,34007,15752801,Hughes,687,Germany,Female,35.0,8,171848.76,1,1.0,0.0,28640.97,1
92409,92409,15658169,Clements,634,Germany,Male,33.0,6,133457.52,1,1.0,1.0,86701.4,1
36694,36694,15630195,Hargreaves,675,Spain,Male,40.0,1,0.0,2,1.0,1.0,122268.75,0
55779,55779,15806256,Jackson,662,Spain,Male,48.0,1,109349.29,2,0.0,1.0,88703.04,0
37130,37130,15752026,Y?an,638,Spain,Male,27.0,8,0.0,2,1.0,1.0,55775.72,0
110756,110756,15761374,Bellucci,673,France,Female,54.0,0,117444.51,1,1.0,1.0,186238.85,0
150655,150655,15782236,Gibbs,734,France,Female,35.0,5,0.0,2,1.0,0.0,71095.41,0
27112,27112,15592655,Fiorentini,729,France,Male,37.0,0,0.0,2,1.0,0.0,116537.76,0
28206,28206,15617507,Wilson,542,France,Female,36.0,7,0.0,2,1.0,0.0,80619.09,0
125083,125083,15661275,Dore,485,Spain,Male,54.0,5,0.0,1,1.0,1.0,79577.4,0
83325,83325,15590320,Chiemenam,636,France,Female,41.0,1,0.0,4,1.0,1.0,194998.18,1
69271,69271,15651883,Tuan,758,Germany,Male,47.0,5,133377.8,3,0.0,0.0,118959.64,1
162852,162852,15581282,Onyemauchechukwu,679,France,Male,30.0,10,64897.75,1,0.0,1.0,129333.69,0
131494,131494,15713594,French,543,France,Female,32.0,5,147256.86,1,1.0,0.0,112771.95,0
110907,110907,15651802,Clements,704,France,Female,37.0,8,0.0,2,1.0,1.0,61240.87,0
81272,81272,15648858,Hs?,588,France,Female,37.0,1,0.0,2,0.0,0.0,140170.19,0
38394,38394,15651022,Baresi,709,France,Male,40.0,6,0.0,1,0.0,1.0,122960.98,0
145987,145987,15696852,Hs?,631,France,Male,29.0,9,0.0,1,1.0,1.0,113913.53,0
888,888,15639133,K'ung,706,France,Male,36.0,2,0.0,2,0.0,0.0,88827.67,0
106301,106301,15612140,Shih,747,Spain,Male,29.0,7,128707.3,1,1.0,1.0,173870.3,0
164505,164505,15794498,White,521,France,Male,36.0,4,0.0,2,1.0,0.0,46885.1,0
85343,85343,15641009,Lucchesi,637,France,Male,35.0,8,0.0,2,1.0,0.0,71862.81,0
28912,28912,15621075,Ogbonnaya,685,France,Female,54.0,6,0.0,2,0.0,1.0,167023.95,0
96259,96259,15791216,Mazzanti,632,France,Female,35.0,7,0.0,1,1.0,1.0,166476.48,0
99557,99557,15586069,Abernathy,560,France,Female,30.0,0,108883.29,1,0.0,0.0,27914.95,0
128311,128311,15751297,Oluchukwu,648,France,Male,25.0,5,110979.28,1,1.0,0.0,115724.74,0
44786,44786,15706586,Nnachetam,815,France,Female,33.0,4,0.0,2,1.0,0.0,162697.6,0
107392,107392,15692664,Diribe,668,France,Female,50.0,1,0.0,1,1.0,0.0,2988.28,1
546,546,15742009,Hsueh,715,Spain,Female,37.0,9,128743.55,1,0.0,1.0,114793.45,0
161306,161306,15808846,Pinto,678,France,Male,30.0,4,0.0,2,1.0,1.0,22684.78,0
56339,56339,15779994,H?,651,France,Male,33.0,2,0.0,2,0.0,1.0,188435.21,0
145346,145346,15708513,Shih,728,France,Male,44.0,6,0.0,2,1.0,0.0,49833.5,0
58181,58181,15721181,Okeke,520,France,Female,36.0,1,0.0,2,1.0,1.0,83084.33,0
88198,88198,15779744,Okeke,684,France,Female,22.0,9,0.0,2,1.0,0.0,140197.42,0
83605,83605,15595071,Goliwe,645,Spain,Male,36.0,3,0.0,2,1.0,0.0,131736.23,0
3506,3506,15734524,Wieck,683,France,Female,24.0,1,0.0,2,1.0,1.0,162511.55,0
6007,6007,15637993,Yao,540,France,Female,32.0,4,0.0,1,1.0,1.0,109179.89,0
84312,84312,15613140,Kambinachi,559,Germany,Female,40.0,8,141136.87,2,1.0,1.0,141446.01,0
111610,111610,15737408,Maclean,464,France,Female,43.0,1,137946.39,1,1.0,1.0,131753.94,0
61316,61316,15686588,Onyemachukwu,699,France,Male,34.0,7,0.0,2,0.0,1.0,122518.5,0
153037,153037,15742404,Iadanza,605,Spain,Male,42.0,7,0.0,2,1.0,1.0,131473.31,0
42171,42171,15693690,T'ien,627,Spain,Female,40.0,6,0.0,1,1.0,0.0,132770.11,1
128974,128974,15645600,Y?,605,Spain,Male,30.0,1,0.0,2,0.0,0.0,140170.29,0
98431,98431,15639357,Blesing,661,Germany,Male,51.0,7,148363.37,1,1.0,1.0,61257.83,0
49084,49084,15802362,Milne,633,France,Male,39.0,4,0.0,1,0.0,0.0,102950.79,1
85319,85319,15794566,Ch'iu,573,Germany,Female,32.0,4,134066.1,1,1.0,0.0,23132.73,0
74760,74760,15711254,Marchesi,594,France,Female,26.0,9,179581.31,1,1.0,1.0,23596.24,0
88332,88332,15700083,Lai,609,Spain,Female,24.0,6,139443.75,2,1.0,0.0,9234.06,0
10116,10116,15772632,Ts'ui,559,France,Male,34.0,1,0.0,1,1.0,1.0,165580.93,0
97973,97973,15760427,Cameron,850,France,Male,40.0,6,124788.18,2,1.0,0.0,65612.12,0
99194,99194,15797227,Otutodilinna,754,France,Male,28.0,8,0.0,1,1.0,1.0,52615.62,1
58009,58009,15711029,Martin,667,France,Female,57.0,7,0.0,3,1.0,0.0,182765.21,1
134484,134484,15779985,Douglas,731,France,Female,49.0,6,0.0,1,1.0,0.0,134589.58,1
88825,88825,15771409,Martin,625,Spain,Female,37.0,1,0.0,2,1.0,1.0,73656.56,0
1581,1581,15629985,Pirozzi,635,France,Female,37.0,9,0.0,2,1.0,1.0,27758.43,0
80482,80482,15694288,Teng,720,Germany,Male,19.0,9,135643.0,2,0.0,0.0,57549.65,0
9466,9466,15647898,Maughan,650,France,Male,34.0,9,110937.8,1,1.0,0.0,124536.38,0
73523,73523,15770539,Walters,614,France,Female,50.0,1,127187.86,1,1.0,0.0,113557.7,1
159444,159444,15679962,Pirozzi,595,Germany,Male,40.0,6,136678.59,3,1.0,0.0,74870.97,1
6890,6890,15674811,Ting,667,France,Male,41.0,3,66840.15,1,1.0,1.0,87834.41,0
50976,50976,15603098,Tsao,686,France,Male,45.0,6,84719.97,1,1.0,1.0,142734.32,0
131416,131416,15810454,Ch'iu,753,France,Female,64.0,4,0.0,2,1.0,1.0,60728.89,0
67617,67617,15666957,Calabresi,703,France,Female,32.0,9,143656.56,1,0.0,1.0,161359.27,0
153105,153105,15752801,De Bernales,724,Spain,Female,40.0,7,0.0,2,1.0,0.0,66463.62,0
79824,79824,15703019,Okeke,583,Germany,Female,45.0,10,118536.4,1,0.0,1.0,113597.64,0
63789,63789,15646615,Onyemauchechukwu,719,France,Male,35.0,3,0.0,2,1.0,1.0,177944.0,0
82489,82489,15679587,Ijendu,608,Germany,Male,40.0,2,98899.86,2,1.0,1.0,140197.17,0
111218,111218,15641629,P'eng,537,France,Male,38.0,8,0.0,2,0.0,0.0,41233.97,1
152124,152124,15648047,Ch'iu,597,France,Female,36.0,10,153610.61,1,1.0,1.0,170893.85,0
91618,91618,15697042,Johnson,589,France,Male,23.0,10,0.0,2,1.0,0.0,120586.32,0
25839,25839,15796969,Lahti,677,France,Male,33.0,4,0.0,2,1.0,1.0,74945.11,0
126894,126894,15806967,Nnamutaezinwa,717,France,Male,36.0,10,133801.39,1,1.0,0.0,113581.97,0
121608,121608,15763063,Maclean,652,France,Male,38.0,6,0.0,2,1.0,1.0,140937.91,0
31287,31287,15571302,Ch'ien,687,France,Male,31.0,6,135927.07,1,1.0,1.0,52471.06,0
143514,143514,15754874,Nwoye,700,France,Male,38.0,4,119009.57,1,1.0,0.0,141926.43,0
148626,148626,15641285,Calabresi,672,France,Male,39.0,7,179581.31,1,1.0,0.0,23596.24,0
110215,110215,15588854,Lettiere,651,Spain,Female,28.0,6,0.0,2,0.0,1.0,162267.91,0
75170,75170,15753362,H?,660,France,Male,33.0,4,0.0,2,1.0,1.0,19199.61,0
125651,125651,15575498,Hs?,713,France,Female,28.0,3,82797.28,1,1.0,1.0,71763.96,0
160729,160729,15809585,Ch'ien,494,France,Male,32.0,3,85704.95,1,1.0,0.0,93991.65,0
8709,8709,15809654,Zikoranachidimma,614,France,Male,34.0,10,120961.5,1,1.0,0.0,12148.2,0
64347,64347,15754577,Ukaegbunam,741,Spain,Female,53.0,3,0.0,1,0.0,0.0,124596.63,1
83387,83387,15750769,Padovano,753,France,Male,46.0,7,75915.75,2,1.0,0.0,150507.43,0
108143,108143,15793896,Obiajulu,667,Germany,Female,50.0,2,134467.17,2,1.0,0.0,106977.8,1
75700,75700,15722407,P'eng,604,France,Male,30.0,2,146043.89,1,1.0,1.0,131674.28,0
68626,68626,15781689,Macadam,758,Germany,Female,35.0,5,122501.28,1,1.0,0.0,95009.6,0
33982,33982,15750055,Chidiegwu,643,Germany,Male,48.0,9,123331.36,1,1.0,0.0,179445.24,1
39622,39622,15792986,Uspenskaya,825,France,Female,40.0,9,0.0,2,1.0,1.0,149550.95,0
158305,158305,15795737,McNaughtan,706,France,Male,47.0,3,0.0,2,1.0,1.0,107874.39,0
17954,17954,15585198,Liu,582,France,Female,30.0,5,0.0,2,1.0,1.0,112781.5,0
129406,129406,15802823,Maclean,726,France,Female,30.0,3,0.0,2,0.0,0.0,194230.82,0
50395,50395,15722090,Tseng,606,Spain,Male,32.0,4,0.0,2,0.0,0.0,195209.4,0
37507,37507,15690939,Chin,682,Spain,Female,31.0,5,128061.0,2,1.0,1.0,121883.87,0
9605,9605,15611223,Ejimofor,796,France,Male,36.0,6,0.0,2,1.0,0.0,61349.37,0
14166,14166,15658969,Hsiung,585,Spain,Female,40.0,5,0.0,1,1.0,0.0,129936.53,0
48387,48387,15703437,Obiajulu,622,Spain,Male,61.0,2,0.0,1,1.0,0.0,47832.82,1
126802,126802,15642530,Udinese,575,France,Male,33.0,1,0.0,2,1.0,0.0,105279.74,0
67043,67043,15748597,Worsnop,634,France,Female,32.0,7,0.0,2,1.0,1.0,157577.29,0
47450,47450,15691871,McWilliams,677,France,Male,28.0,5,156692.91,1,1.0,0.0,52467.06,0
19571,19571,15632345,Tuan,710,France,Female,35.0,5,0.0,2,0.0,1.0,44830.71,0
40316,40316,15576045,Toscani,684,France,Female,43.0,1,0.0,1,1.0,1.0,83090.35,1
19055,19055,15591150,Nwebube,630,Spain,Male,37.0,10,0.0,2,1.0,1.0,183387.12,0
70220,70220,15804787,Yudina,581,France,Male,30.0,10,0.0,1,1.0,1.0,99828.51,0
25333,25333,15700964,Lucciano,703,Germany,Female,54.0,5,132623.6,1,0.0,0.0,164815.59,1
72151,72151,15798890,Pisani,582,France,Female,24.0,10,0.0,2,1.0,1.0,151344.32,0
59746,59746,15583026,Keeley,745,France,Male,38.0,7,0.0,2,0.0,0.0,44946.29,0
50776,50776,15594827,Glasgow,675,France,Female,34.0,1,0.0,2,1.0,1.0,163667.56,0
43665,43665,15712903,Diaz,499,France,Female,21.0,8,176511.08,1,1.0,0.0,153920.22,0
25123,25123,15751185,Milne,677,France,Female,35.0,9,0.0,2,1.0,0.0,168412.07,0
58551,58551,15721019,Jones,687,France,Male,24.0,3,110495.27,1,0.0,0.0,158615.41,0
34036,34036,15722404,H?,642,France,Male,36.0,3,0.0,1,1.0,0.0,149535.75,0
110643,110643,15619953,Efremov,662,Spain,Female,42.0,6,105021.28,1,0.0,0.0,48242.38,0
120843,120843,15717489,Miah,659,Spain,Female,50.0,3,0.0,1,1.0,1.0,142994.94,1
59737,59737,15653048,Chiu,718,Germany,Female,46.0,5,122518.71,1,1.0,0.0,162527.83,1
138473,138473,15583572,Chiedozie,584,France,Female,38.0,7,161378.02,1,0.0,1.0,138519.26,0
91071,91071,15771141,Folliero,576,Spain,Female,43.0,7,0.0,1,1.0,1.0,125909.85,1
45983,45983,15665524,Tsao,675,Germany,Female,29.0,1,117199.8,2,1.0,1.0,147530.06,0
109481,109481,15588904,Milanesi,659,Spain,Male,38.0,8,0.0,1,1.0,1.0,72318.77,0
55130,55130,15784862,Lucchese,774,France,Female,38.0,5,0.0,2,1.0,1.0,180862.87,0
114573,114573,15668032,Buchanan,659,France,Female,36.0,5,0.0,1,1.0,1.0,79881.39,0
9788,9788,15718289,Seleznyov,620,Spain,Male,47.0,8,0.0,1,1.0,1.0,137309.06,1
140252,140252,15686964,Tseng,535,France,Male,34.0,6,0.0,1,1.0,1.0,85869.93,1
147792,147792,15730353,Olisaemeka,550,Germany,Female,29.0,6,145294.08,2,1.0,1.0,147484.13,0
31645,31645,15739972,Pinto,733,Spain,Female,38.0,2,130554.54,2,1.0,0.0,58601.61,0
106344,106344,15592387,Rose,693,France,Male,31.0,4,0.0,1,0.0,0.0,72350.47,0
8667,8667,15593601,Isayev,710,France,Male,34.0,6,133598.4,1,1.0,1.0,13107.24,0
31181,31181,15794323,Buckley,673,Germany,Male,32.0,8,121240.76,2,1.0,0.0,116969.73,1
30025,30025,15572360,Townsend,683,Spain,Male,36.0,10,0.0,2,1.0,0.0,167984.61,1
76931,76931,15739046,Pinto,550,Spain,Male,38.0,7,168085.38,1,1.0,0.0,47847.19,0
156657,156657,15691871,Yashina,686,France,Male,37.0,7,0.0,2,1.0,1.0,166475.44,0
145610,145610,15752731,Macleod,754,France,Male,52.0,2,0.0,2,1.0,1.0,86022.09,0
57965,57965,15601274,Onyemauchechukwu,639,France,Female,34.0,10,0.0,1,1.0,1.0,143852.33,0
157799,157799,15767264,Okorie,705,Spain,Male,32.0,9,120135.55,1,1.0,1.0,109545.56,0
149095,149095,15811947,Mistry,658,Spain,Male,33.0,1,117412.35,1,0.0,1.0,74898.8,0
135134,135134,15782499,Maclean,679,Germany,Female,42.0,10,153962.41,1,1.0,0.0,136734.43,0
90443,90443,15709016,North,697,Germany,Female,47.0,1,91219.29,1,1.0,0.0,158845.49,1
8518,8518,15758085,Calabrese,695,Germany,Male,34.0,4,125918.1,1,0.0,0.0,177613.19,0
31961,31961,15594556,K'ung,587,Spain,Male,39.0,2,0.0,1,1.0,0.0,121551.02,0
11992,11992,15578738,Tuan,611,France,Female,26.0,5,71872.19,2,1.0,0.0,151924.9,0
33062,33062,15683521,Miller,646,Germany,Male,29.0,0,135650.88,2,1.0,0.0,173629.78,0
39269,39269,15624595,Trevisan,581,France,Male,39.0,5,113882.7,1,1.0,0.0,178361.04,0
114332,114332,15771211,Manna,578,France,Male,59.0,9,185966.64,1,0.0,0.0,9445.42,1
102907,102907,15737071,Scott,756,Spain,Male,34.0,2,120243.49,1,1.0,0.0,62454.01,0
140145,140145,15757547,Tuan,703,France,Female,37.0,3,129726.2,1,1.0,1.0,133536.01,0
99614,99614,15640074,Chienezie,705,France,Male,38.0,6,0.0,1,1.0,1.0,5962.3,0
111436,111436,15608886,Okwudiliolisa,679,France,Female,59.0,6,0.0,2,0.0,0.0,69608.48,1
96867,96867,15731330,Tsui,652,Spain,Female,40.0,10,100471.34,2,1.0,1.0,124550.88,0
795,795,15723004,K?,696,Germany,Male,40.0,9,88827.53,2,1.0,1.0,148611.52,0
5663,5663,15757981,Miah,543,France,Female,40.0,3,0.0,2,1.0,1.0,95832.26,0
31612,31612,15771299,Onyekachi,544,Spain,Female,33.0,3,72494.69,1,0.0,0.0,185821.41,0
79421,79421,15640418,Omeokachie,649,France,Female,37.0,9,115897.73,1,1.0,0.0,143544.48,0
11586,11586,15636990,Kao,606,France,Female,45.0,4,0.0,1,1.0,0.0,133537.55,1
101757,101757,15601410,T'ien,622,France,Female,38.0,2,82531.11,1,0.0,0.0,90928.02,0
103853,103853,15769915,Mazzi,634,France,Male,32.0,3,124593.58,1,1.0,1.0,155791.02,0
156566,156566,15663489,Onio,633,Germany,Male,33.0,3,138577.34,1,1.0,0.0,193362.99,0
120286,120286,15654733,Tien,662,France,Male,31.0,5,0.0,2,1.0,1.0,66463.62,0
33871,33871,15578799,Summers,602,Germany,Male,40.0,5,167772.96,1,0.0,1.0,131886.46,0
110545,110545,15724307,Mitchell,629,France,Male,76.0,6,121313.88,2,1.0,0.0,64872.55,0
24006,24006,15616451,Fomin,651,Spain,Female,33.0,1,0.0,2,0.0,0.0,155843.53,0
773,773,15690733,Nwokeocha,619,Spain,Male,36.0,9,0.0,2,1.0,0.0,179614.8,0
15281,15281,15588933,Nwankwo,825,France,Female,36.0,3,146053.66,1,0.0,1.0,138344.7,0
83787,83787,15656293,Davey,498,France,Male,31.0,6,0.0,1,1.0,1.0,92712.97,0
57893,57893,15788483,Young,666,France,Male,34.0,4,0.0,2,1.0,0.0,60424.07,0
69168,69168,15664753,Tien,556,Germany,Female,49.0,0,131553.26,2,1.0,1.0,149922.31,0
39685,39685,15798964,Nkemakonam,686,Germany,Male,39.0,0,35016.6,1,1.0,0.0,53667.08,0
117370,117370,15730673,Yegorova,757,Spain,Male,66.0,5,0.0,2,1.0,1.0,28149.06,0
89192,89192,15618893,Obialo,682,Spain,Female,37.0,9,0.0,2,1.0,1.0,97934.13,0
139160,139160,15806918,Ts'ui,669,France,Male,32.0,0,120530.13,1,1.0,0.0,105305.72,0
102944,102944,15659800,Hsiao,675,Germany,Female,39.0,5,121355.99,1,1.0,0.0,145796.49,1
52945,52945,15642063,Kelechi,692,France,Female,39.0,6,83061.26,2,0.0,0.0,90424.09,1
100067,100067,15615177,Ebelegbulam,712,Germany,Male,47.0,6,123692.0,1,1.0,0.0,70548.96,0
11118,11118,15672397,L?,705,France,Male,36.0,8,0.0,2,1.0,0.0,145789.71,0
39894,39894,15662758,Lo,679,France,Male,31.0,9,0.0,1,0.0,0.0,158420.14,1
73626,73626,15621267,Ejimofor,637,France,Male,32.0,6,0.0,1,0.0,0.0,148769.08,0
60278,60278,15591747,H?,627,France,Male,34.0,8,0.0,2,1.0,0.0,158887.09,0
130932,130932,15680112,Tisdall,671,Spain,Female,38.0,7,131078.42,1,0.0,1.0,119348.76,0
91996,91996,15610711,Eluemuno,702,Germany,Male,40.0,6,128644.46,1,0.0,1.0,167673.37,0
29606,29606,15671450,Hsia,686,France,Male,34.0,4,0.0,2,1.0,1.0,55313.51,0
114453,114453,15808566,Chibueze,652,France,Female,39.0,8,0.0,1,1.0,0.0,9677.0,1
52180,52180,15747598,Gidney,775,Germany,Female,34.0,9,132725.1,1,0.0,0.0,123982.14,0
140927,140927,15583221,Trevisano,593,Germany,Male,43.0,4,134956.02,2,1.0,0.0,95936.84,0
57668,57668,15642098,Cox,621,Spain,Female,34.0,10,0.0,2,1.0,0.0,111180.3,0
67900,67900,15644295,Pagnotto,652,France,Female,33.0,7,97266.54,2,1.0,1.0,12633.3,0
130280,130280,15611171,Nwankwo,506,Spain,Male,35.0,5,107949.97,2,0.0,0.0,107864.81,0
91238,91238,15583850,Obijiaku,706,Spain,Male,38.0,5,0.0,2,0.0,0.0,41303.29,0
50697,50697,15686885,Tien,745,France,Female,44.0,2,0.0,2,1.0,1.0,74890.58,0
125894,125894,15804950,Onyemauchechukwu,695,France,Female,41.0,7,0.0,2,1.0,0.0,3756.65,0
501,501,15602851,Ozioma,609,France,Female,42.0,9,0.0,1,1.0,0.0,106.67,1
71625,71625,15672029,Mazzanti,635,Germany,Male,28.0,9,108308.52,2,1.0,1.0,96546.08,0
45639,45639,15630053,Tsao,656,France,Female,45.0,5,127864.4,1,1.0,0.0,87107.57,1
96009,96009,15705541,Tuan,644,France,Male,34.0,6,0.0,2,1.0,0.0,171060.44,0
13173,13173,15741643,Black,599,France,Male,42.0,4,0.0,2,1.0,0.0,87412.24,0
104254,104254,15782599,Ukaegbunam,632,France,Female,43.0,3,0.0,2,0.0,0.0,148527.12,0
